Account Number, Name, Address, City, State, ZIP, Geocode State, Geocode County, Geocode Tract, Geocode MSA
"480","THE HARRIS BANK NATIONAL ASSOCIATION","6720 N SCOTTSDALE RD","SCOTTSDALE","AZ","85253","04","013","9999.03","38060"
"481","MAIN STREET BANK","23970 HIGHWAY 59 N","KINGWOOD","TX","77339","48","201","2511.00","26420"
"482","THE FIRST NATIONAL BANK OF FLORIDA","6512 CAROLINE ST","MILTON","FL","32570","12","113","0106.00","37860"
"483","METRO BANK OF DADE COUNTY","9350 S DIXIE HWY","MIAMI","FL","33156","12","086","0078.04","33124"
"484","HERITAGE BANK, NATIONAL ASSOCIATION","101 N MAIN ST","HOLSTEIN","IA","51025","19","093","0901.00",""
"485","COMMUNITY NATIONAL BANK AT BARTOW","1375 N BROADWAY AVE","BARTOW","FL","33830","12","105","0150.00","29460"
"486","FIRST FINANCIAL  BANK, NATIONAL ASSOCIAT","101 N MAIN ST","WEATHERFORD","TX","76086","48","367","1402.00","23104"
"487","FIRST STATE BANK OF THAYER","115 E NEOSHO AVE","THAYER","KS","66776","20","133","9520.00",""
"488","TRANSATLANTIC BANK","48 E FLAGLER ST","MIAMI","FL","33131","12","086","0037.04","33124"
"489","FIRST COMMERCIAL BANK OF HUNTSVILLE","301 WASHINGTON ST NW","HUNTSVILLE","AL","35801","01","089","0031.00","26620"
"490","FIRESIDE BANK","5050 HOPYARD RD STE 200","PLEASANTON","CA","94588","06","001","4506.03","36084"
"491","CB&T BANK OF MIDDLE GEORGIA","1444 WATSON BLVD","WARNER ROBINS","GA","31093","13","153","0209.00","47580"
"492","CUSTODIAL TRUST COMPANY","575 WASHINGTON BLVD","JERSEY CITY","NJ","07310","34","017","0076.00","35614"
"493","VALLEY BANK & TRUST","200 S 2ND ST","CHEROKEE","IA","51012","19","035","0801.00",""
"494","FIRSTBANK OF LITTLETON","101 W COUNTY LINE RD","HIGHLANDS RANCH","CO","80129","08","005","0056.34","19740"
"495","FIRST NATIONAL BANK OF CENTRAL FLORIDA","369 N NEW YORK AVE","WINTER PARK","FL","32789","12","095","0159.01","36740"
"496","FIRST COMMERCIAL BANK","800 SHADES CREEK PKWY","BIRMINGHAM","AL","35209","01","073","0107.03","13820"
"497","THE COMMUNITY BANK, A MASSACHUSETTS COOP","1265 BELMONT ST","BROCKTON","MA","02301","25","023","5117.02","14454"
"498","SANTA LUCIA BANK","7480 EL CAMINO REAL","ATASCADERO","CA","93422","06","079","0125.02","42020"
"499","COLORADO VALLEY BANK,SSB","143 N MAIN ST","LA GRANGE","TX","78945","48","149","9703.00",""
"500","FIRSTBANK","7403 W CHATFIELD AVE UNIT C","LITTLETON","CO","80128","08","059","0120.55","19740"
"501","FIRST NATIONAL BANK OF RUIDOSO","451 SUDDERTH DR","RUIDOSO","NM","88345","35","027","9608.00",""
"502","BANK OF FALL RIVER, A CO-OPERATIVE BANK","30 BEDFORD ST","FALL RIVER","MA","02720","25","005","6411.01","39300"
"503","MT. WASHINGTON CO-OPERATIVE BANK","430 W BROADWAY","SOUTH BOSTON","MA","02127","25","025","0605.01","14454"
"504","PENINSULA BANK","3100 S MCCALL RD","ENGLEWOOD","FL","34224","12","015","0302.00","39460"
"505","ADAMS CO-OPERATIVE BANK","93 PARK ST","ADAMS","MA","01220","25","003","9221.00","38340"
"506","ECONOMY CO-OPERATIVE BANK","6 MAIN STREET","MERRIMAC","MA","01860","25","009","2621.00","15764"
"507","BANKTRUST","107 SAINT FRANCIS ST","MOBILE","AL","36602","01","097","0002.00","33660"
"508","GOLDEN SECURITY BANK","2112 WALNUT GROVE AVE","ROSEMEAD","CA","91770","06","037","4336.02","31084"
"509","BUTLER BANK","10 GEORGE ST","LOWELL","MA","01852","25","017","3101.00","15764"
"510","FIRSTBANK NORTH","8800 WADSWORTH BLVD","WESTMINSTER","CO","80021","08","059","0098.31","19740"
"511","CENTRAL CO-OPERATIVE BANK","399 HIGHLAND AVE","SOMERVILLE","MA","02144","25","017","3509.00","15764"
"512","FIRSTBANK OF CHERRY CREEK","100 SAINT PAUL ST","DENVER","CO","80206","08","031","0038.00","19740"
"513","HERITAGE BANK OF NORTH FLORIDA","794 BLANDING BLVD","ORANGE PARK","FL","32065","12","019","0309.04","27260"
"514","CATTLEMAN'S NATIONAL BANK","403 US HIGHWAYS 281 AND 290 SOUTH","JOHNSON CITY","TX","78636","48","031","9999.03",""
"515","THE PEOPLES NATIONAL BANK","1800 E MAIN ST","EASLEY","SC","29640","45","077","0108.04","24860"
"516","BANK OF THE EASTERN SHORE","301 CRUSADER RD","CAMBRIDGE","MD","21613","24","019","9704.00",""
"517","WELLS FARGO CENTRAL BANK","23701 CALABASAS RD","CALABASAS","CA","91302","06","037","8002.04","31084"
"518","CAROLINA FIRST BANK","102 S MAIN ST","GREENVILLE","SC","29601","45","045","0002.00","24860"
"519","NORTHLAND NATIONAL BANK","99 NE 72ND ST","GLADSTONE","MO","64118","29","047","0211.01","28140"
"520","THE BANK OF TEXAS","100 E HONDO AVE","DEVINE","TX","78016","48","325","0008.00","41700"
"521","FIRST NATIONAL BANK OF OLNEY","307 W MAIN ST","OLNEY","TX","76374","48","503","9502.00",""
"522","WAINWRIGHT BANK & TRUST COMPANY","63 FRANKLIN ST","BOSTON","MA","02110","25","025","0701.01","14454"
"523","FIRST COAST COMMUNITY BANK","1750 S 14TH ST","FERNANDINA BEACH","FL","32034","12","089","0501.01","27260"
"524","PACIFIC STATE BANK","1899 W MARCH LN","STOCKTON","CA","95207","06","077","0031.11","44700"
"525","THE PARK AVENUE BANK","460 PARK AVE","NEW YORK","NY","10022","36","061","0112.02","35614"
"526","SUN AMERICAN BANK","9293 GLADES RD","BOCA RATON","FL","33434","12","099","0077.16","48424"
"527","NOVA BANK","1235 WESTLAKES DR STE 420","BERWYN","PA","19312","42","029","3001.07","33874"
"528","EUROBANK","QUEBRADA ARENA ROAD #1, KM 24.5","SAN JUAN","PR","00926","72","127","9999.03","41980"
"529","GEORGIA BANK & TRUST","135 BRYANT PARKWAY","CALHOUN","GA","30701","13","129","9999.03",""
"530","THE BANK OF TUSCALOOSA","2200 JACK WARNER PKWY STE 100","TUSCALOOSA","AL","35401","01","125","0116.00","46220"
"531","FIRSTBANK OF DENVER","370 17TH ST","DENVER","CO","80202","08","031","0017.02","19740"
"532","SONOMA VALLEY BANK","202 W NAPA ST","SONOMA","CA","95476","06","097","1502.02","42220"
"533","ATHOL-CLINTON CO-OPERATIVE BANK","90 EXCHANGE ST","ATHOL","MA","01331","25","027","7031.00","49340"
"534","TRUMAN BANK","8151 CLAYTON RD","SAINT LOUIS","MO","63117","29","189","2165.00","41180"
"535","COMMUNITY BANK OF THE OZARKS","HIGHWAY 5 AND LAKE ROAD F","SUNRISE BEACH","MO","65079","29","029","9999.03",""
"536","MERCANTILE BANK AND TRUST COMPANY","61-65 BROOKLINE AVENUE","BOSTON","MA","02215","25","025","0102.04","14454"
"537","FIRSTBANK OF ARAPAHOE COUNTY","8600 E ARAPAHOE RD","CENTENNIAL","CO","80112","08","005","0067.07","19740"
"538","INDEPENDENT NATIONAL BANK","60 SW 17TH ST","OCALA","FL","34471","12","083","0019.00","36100"
"539","OMNI BANK","2900 RIDGELAKE DR","METAIRIE","LA","70002","22","051","0202.01","35380"
"540","PUTNAM STATE BANK","350 N STATE ROAD 19","PALATKA","FL","32177","12","107","9506.00",""
"541","F & M BANK, NATIONAL ASSOCIATION, OKLAHO","11000 SURREY HILLS BLVD","YUKON","OK","73099","40","017","3008.02","36420"
"542","CAPITALBANK","109 MONTAGUE AVE","GREENWOOD","SC","29649","45","047","9703.02",""
"543","CITIZENS NATIONAL BANK OF SPRINGFIELD","1465 E SUNSHINE ST","SPRINGFIELD","MO","65804","29","077","0010.00","44180"
"544","NARA BANK","3731 WILSHIRE BLVD STE 1000","LOS ANGELES","CA","90010","06","037","2118.02","31084"
"545","VALRICO STATE BANK","1815 E STATE ROAD 60","VALRICO","FL","33594","12","057","0133.12","45300"
"546","CRESCENT BANK AND TRUST COMPANY","120 APPALACHIAN PARKWAY","JASPER","GA","30143","13","227","0502.00","12060"
"547","FIRST BANK OF JACKSONVILLE","11100 SAN JOSE BLVD","JACKSONVILLE","FL","32223","12","031","0168.01","27260"
"548","CENTERSTATE BANK CENTRAL FLORIDA, NATION","920 N JOHN YOUNG PKWY","KISSIMMEE","FL","34741","12","097","0418.00","36740"
"549","FIRST COMMERCIAL BANK OF TAMPA BAY","4600 W KENNEDY BLVD","TAMPA","FL","33609","12","057","0059.00","45300"
"550","CITIZENS FIRST BANK","701 BROAD ST","ROME","GA","30161","13","115","0011.00","40660"
"551","BRAMBLE SAVINGS BANK","954 STATE ROUTE 28","MILFORD","OH","45150","39","025","0407.01","17140"
"552","NEWTON COUNTY LOAN & SAVINGS, FSB","309 S NEWTON ST","GOODLAND","IN","47948","18","111","1006.00","23844"
"553","FIRST CHICAGO BANK & TRUST","1040 W RANDOLPH ST","CHICAGO","IL","60607","17","031","8330.00","16974"
"554","ABINGTON SAVINGS BANK","180 OLD YORK RD","JENKINTOWN","PA","19046","42","091","2019.02","33874"
"555","SECOND FEDERAL SAVINGS AND LOAN ASSOCIAT","3960 W 26TH ST","CHICAGO","IL","60623","17","031","3005.00","16974"
"556","FIDELITY SAVINGS BANK","1009 PERRY HWY","PITTSBURGH","PA","15237","42","003","4293.00","38300"
"557","MAINSTREET SAVINGS BANK, FSB","629 W STATE ST","HASTINGS","MI","49058","26","015","0114.00","24340"
"558","FIRST EAST SIDE SAVINGS BANK","9399 W COMMERCIAL BLVD","SUNRISE","FL","33351","12","011","0601.11","22744"
"559","AFB&T","150 W HANCOCK AVE","ATHENS","GA","30601","13","059","0001.00","12020"
"560","WAUKEGAN SAVINGS BANK","1324 GOLF RD","WAUKEGAN","IL","60087","17","097","8618.03","29404"
"561","INDIANA BANK AND TRUST COMPANY","501 WASHINGTON ST","COLUMBUS","IN","47201","18","005","0101.00","18020"
"562","CENTURY BANK","1640 SNOW RD","PARMA","OH","44134","39","035","1773.04","17460"
"563","OSAGE FEDERAL BANK","239 E MAIN ST","PAWHUSKA","OK","74056","40","113","9400.02","46140"
"564","NATICK FEDERAL SAVINGS BANK","49 MAIN ST","NATICK","MA","01760","25","017","3825.00","15764"
"565","HIGHLAND FALLS FEDERAL SAVINGS AND LOAN","252 MAIN ST","HIGHLAND FALLS","NY","10928","36","071","0137.00","35614"
"566","INDUSTRIAL FEDERAL SAVINGS BANK","107 W CENTER ST","LEXINGTON","NC","27292","37","057","0613.00","49180"
"567","FULLERTON COMMUNITY BANK, FSB","200 W COMMONWEALTH AVE","FULLERTON","CA","92832","06","059","0113.00","11244"
"568","RIVER VALLEY FINANCIAL BANK","403 CLIFTY DR","MADISON","IN","47250","18","077","9665.00",""
"569","MARITIME SAVINGS BANK","10427 W LINCOLN AVE","WEST ALLIS","WI","53227","55","079","1011.00","33340"
"570","THE FRANKLIN SAVINGS AND LOAN COMPANY","4750 ASHWOOD DR","BLUE ASH","OH","45241","39","061","0235.21","17140"
"571","FIRST FEDERAL SAVINGS BANK","726 WELLS ST","SISTERSVILLE","WV","26175","54","095","9618.00",""
"572","CROYDON SAVINGS BANK","704 STATE RD","CROYDON","PA","19021","42","017","1003.02","33874"
"573","CASCADE BANK","2828 COLBY AVE","EVERETT","WA","98201","53","061","0408.00","42644"
"574","CITIZENS SOUTH BANK","519 S NEW HOPE RD","GASTONIA","NC","28054","37","071","0327.03","16740"
"575","OLDE CYPRESS COMMUNITY BANK","205 S W C OWEN AVE","CLEWISTON","FL","33440","12","051","9999.03",""
"576","FIRST FEDERAL BANK OF NORTH FLORIDA","511 SAINT JOHNS AVE","PALATKA","FL","32177","12","107","9508.00",""
"577","ST. EDMOND'S FEDERAL SAVINGS BANK","1901 E PASSYUNK AVE","PHILADELPHIA","PA","19148","42","101","0040.01","37964"
"578","M & I BANK NATIONAL ASSOCIATION","3993 HOWARD HUGHES PKWY STE 10","LAS VEGAS","NV","89169","32","003","0067.00","29820"
"579","HOME SAVINGS OF AMERICA","35 E BROADWAY","LITTLE FALLS","MN","56345","27","097","7806.00",""
"580","BROOKLYN FEDERAL SAVINGS BANK","81 COURT ST","BROOKLYN","NY","11201","36","047","0009.00","35614"
"581","TIERONE BANK","13TH AND N STREET","LINCOLN","NE","68508","31","109","9999.03","30700"
"582","FIRST KEYSTONE BANK","22 W STATE ST","MEDIA","PA","19063","42","045","4075.02","37964"
"583","FLATBUSH FEDERAL SAVINGS AND LOAN ASSOCI","2146 NOSTRAND AVE","BROOKLYN","NY","11210","36","047","0774.00","35614"
"584","FULLERTON FEDERAL SAVINGS ASSOCIATION","7527 BELAIR RD","NOTTINGHAM","MD","21236","24","005","4405.00","12580"
"585","STATEWIDE BANK","2008 RONALD REAGAN HWY","COVINGTON","LA","70433","22","103","0402.01","35380"
"586","FIRST FEDERAL BANK","2452 SIR BARTON WAY","LEXINGTON","KY","40509","21","067","0039.08","30460"
"587","AMERICANTRUST FEDERAL SAVINGS BANK","915 W MAIN ST","PERU","IN","46970","18","103","9523.00",""
"588","FAMILY BANK FSB","232 MAIN ST","PAINTSVILLE","KY","41240","21","115","9604.00",""
"589","SCB BANK","29 E WASHINGTON ST","SHELBYVILLE","IN","46176","18","145","7106.01","26900"
"590","THE HOME BUILDERS ASSOCIATION","223 N MAIN ST","LYNCHBURG","OH","45142","39","071","9547.00",""
"591","GRIFFITH SAVINGS BANK","510 N BROAD ST","GRIFFITH","IN","46319","18","089","0410.02","23844"
"592","GUARANTY SAVINGS BANK","3798 VETERANS BLVD","METAIRIE","LA","70002","22","051","9999.03","35380"
"593","GEORGE WASHINGTON SAVINGS BANK","14701 S LA GRANGE RD","ORLAND PARK","IL","60462","17","031","8241.15","16974"
"594","CF BANCORP","525 WATER ST","PORT HURON","MI","48060","26","147","6240.00","47664"
"595","FIRST FEDERAL BANK TEXAS","1200 S BECKHAM AVE","TYLER","TX","75701","48","423","0009.00","46340"
"596","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATI","532 COURT ST","PEKIN","IL","61554","17","179","0208.00","37900"
"597","PARKVALE SAVINGS BANK","4220 WILLIAM PENN HWY","MONROEVILLE","PA","15146","42","003","5213.01","38300"
"598","COMMUNITY BANK","38 N CENTRAL AVE","STAUNTON","VA","24401","51","790","0001.00","44420"
"599","MILTON SAVINGS BANK","110 PARKVIEW DR","MILTON","WI","53563","55","105","0031.00","27500"
"600","BANKATLANTIC","1750 E SUNRISE BLVD","FORT LAUDERDALE","FL","33304","12","011","0418.02","22744"
"601","PAMRAPO SAVINGS BANK, SLA","611 AVENUE C","BAYONNE","NJ","07002","34","017","0106.00","35614"
"602","LINCOLN PARK SAVINGS BANK","1946 W IRVING PARK RD","CHICAGO","IL","60613","17","031","0501.00","16974"
"603","FIRST COMMUNITY BANK","4TH AND CONCERT","KEOKUK","IA","52632","19","111","9999.03",""
"604","ORANGE SAVINGS BANK, SSB","812 N 16TH ST","ORANGE","TX","77630","48","361","0209.00","13140"
"605","FIRST FEDERAL SAVINGS BANK OF IOWA","825 CENTRAL AVE","FORT DODGE","IA","50501","19","187","0007.00",""
"606","BANK 360","101 S 3RD ST","BERESFORD","SD","57004","46","127","0201.00","43580"
"607","AURORA INTERIM NATIONAL BANK","10350 PARK MEADOWS DR","LITTLETON","CO","80124","08","035","0141.16","19740"
"608","SECURITY SAVINGS BANK, F.S.B.","11599 S RIDGEVIEW RD","OLATHE","KS","66061","20","091","0529.10","28140"
"609","CHERRYVILLE FEDERAL SAVINGS AND LOAN ASS","100 W MAIN ST","CHERRYVILLE","NC","28021","37","071","0307.00","16740"
"610","WESTERNBANK PUERTO RICO","19 CALLE MCKINLEY W","MAYAGUEZ","PR","00680","72","097","0806.00","32420"
"611","RIVERWOOD  BANK","14091 BAXTER DR STE 117","BAXTER","MN","56425","27","035","9512.00",""
"612","FIRST INVESTORS FEDERAL SAVINGS BANK","RARITAN PLAZA I, 9TH FLOOR","EDISON","NJ","08837","34","023","9999.03","35614"
"613","WOODFOREST BANK","707 COMMERCE ST","REFUGIO","TX","78377","48","391","9502.00",""
"614","CENTRAL KENTUCKY FEDERAL SAVINGS BANK","340 W MAIN ST","DANVILLE","KY","40422","21","021","9303.00",""
"615","NORTH PENN BANK","216 ADAMS AVE","SCRANTON","PA","18503","42","069","1002.00","42540"
"616","BANK OF NORTH GEORGIA","8025 WESTSIDE PKWY","ALPHARETTA","GA","30009","13","121","0116.16","12060"
"617","QUEEN CITY FEDERAL SAVINGS BANK","501 CHESTNUT ST","VIRGINIA","MN","55792","27","137","0131.00","20260"
"618","K BANK","8601 LIBERTY RD","RANDALLSTOWN","MD","21133","24","005","4025.03","12580"
"619","UNITED WESTERN BANK","700 17TH ST STE 100","DENVER","CO","80202","08","031","0017.02","19740"
"620","TREMONT SAVINGS BANK","100 S CHESTNUT ST","TREMONT","IL","61568","17","179","0217.02","37900"
"621","INTER SAVINGS BANK, FSB  D/B/A  INTERBAN","13601 80TH CIR N STE 100","MAPLE GROVE","MN","55369","27","053","0267.10","33460"
"622","AMERICAN EAGLE SAVINGS BANK","3915 CHICHESTER AVE","UPPER CHICHESTER","PA","19061","42","045","4068.01","37964"
"623","FIRST STAR BANK","418 W BROAD ST","BETHLEHEM","PA","18018","42","077","0095.00","10900"
"624","IMPERIAL SAVINGS AND LOAN ASSOCIATION","1 E MARKET ST","MARTINSVILLE","VA","24112","51","690","0003.00",""
"625","ARCOLA HOMESTEAD SAVINGS BANK","110 N OAK ST","ARCOLA","IL","61910","17","041","9524.00",""
"626","1ST BANK OKLAHOMA","1698 S LYNN RIGGS BLVD","CLAREMORE","OK","74017","40","131","0501.01","46140"
"627","LIBERTYBANK","355 GOODPASTURE ISLAND RD","EUGENE","OR","97401","41","039","0029.04","21660"
"628","VIRGINIA SAVINGS BANK, F.S.B.","600 N COMMERCE AVE","FRONT ROYAL","VA","22630","51","187","0205.00","47894"
"629","COMMUNITY BANKS OF NORTHERN CALIFORNIA","1003 N CENTRAL AVE","TRACY","CA","95376","06","077","0054.06","44700"
"630","LOS PADRES BANK","610 ALAMO PINTADO RD","SOLVANG","CA","93463","06","083","0019.03","42200"
"631","R-G PREMIER BANK OF PUERTO RICO","280 JESUS T. PINERO AVENUE","HATO REY","PR","00919","","","9999.01",""
"632","FIRST COMMERCE BANK","16861 VENTURA BLVD STE 100","ENCINO","CA","91436","06","037","1397.01","31084"
"633","PROGRESS BANK OF FLORIDA","5537 SHELDON RD STE D","TAMPA","FL","33615","12","057","0116.13","45300"
"634","FIRST COMMUNITY BANK OF AMERICA","9001 BELCHER RD N","PINELLAS PARK","FL","33782","12","103","0250.04","45300"
"635","TURNBERRY BANK","20295 NE 29TH PL","AVENTURA","FL","33180","12","086","0001.34","33124"
"636","BLUE RIDGE SAVINGS BANK, INC.","20 S PACK SQ","ASHEVILLE","NC","28801","37","021","0001.00","11700"
"637","THE WASHINGTON SAVINGS BANK, FSB","4201 MITCHELLVILLE RD STE 200","BOWIE","MD","20716","24","033","8005.16","47894"
"638","LA JOLLA BANK, FSB","888 PROSPECT ST","LA JOLLA","CA","92037","06","073","0082.00","41740"
"639","IDEAL FEDERAL SAVINGS BANK","1629 DRUID HILL AVE","BALTIMORE","MD","21217","24","510","1402.00","12580"
"640","E*TRADE UNITED BANK","671 N GLEBE RD","ARLINGTON","VA","22203","51","013","1014.03","47894"
"641","CHARTER BANK","809 SAINT MICHAELS DR","SANTA FE","NM","87505","35","049","0010.02","42140"
"642","PLANTATION FEDERAL BANK","11039 OCEAN HWY","PAWLEYS ISLAND","SC","29585","45","043","9205.03",""
"643","FIDELITY BANK","9400 OLD HAMMOND HWY","BATON ROUGE","LA","70809","22","033","0038.02","12940"
"644","STERLING BANK","1189 HYPOLUXO RD","LANTANA","FL","33462","12","099","0055.02","48424"
"645","VIGILANT FEDERAL SAVINGS BANK","532 EASTERN BLVD","BALTIMORE","MD","21221","24","005","4503.00","12580"
"646","AMERICAN HOME BANK","220 W HURON ST STE 1000","CHICAGO","IL","60654","17","031","0818.00","16974"
"647","WOODLANDS BANK","27 TOWNE DR","BLUFFTON","SC","29910","45","013","0022.01","25940"
"648","FEDERAL TRUST BANK","420 W 1ST ST","SANFORD","FL","32771","12","117","0201.01","36740"
"649","FIRST ARIZONA SAVINGS, A FSB","17015 N SCOTTSDALE RD STE 1","SCOTTSDALE","AZ","85255","04","013","2168.41","38060"
"650","HULL FEDERAL SAVINGS BANK","1248 HULL ST","BALTIMORE","MD","21230","24","510","2401.00","12580"
"651","MARATHON NATIONAL BANK OF NEW YORK","2822 STEINWAY ST","ASTORIA","NY","11103","36","081","0065.02","35614"
"652","CENTERSTATE BANK, NATIONAL ASSOCIATION","6930 GALL BLVD","ZEPHYRHILLS","FL","33542","12","101","0328.04","45300"
"653","CENTENNIAL BANK","18837 BROOKHURST ST STE 100","FOUNTAIN VALLEY","CA","92708","06","059","0992.32","11244"
"654","FIRST CHEROKEE STATE BANK","9860 HIGHWAY 92","WOODSTOCK","GA","30188","13","057","0910.01","12060"
"655","THE BANK OF NASHVILLE","401 CHURCH ST","NASHVILLE","TN","37219","47","037","0195.00","34980"
"656","BANKANNAPOLIS","1000 BESTGATE RD","ANNAPOLIS","MD","21401","24","003","7027.02","12580"
"657","CIRCLE BANK","1400 GRANT AVE","NOVATO","CA","94945","06","041","1022.03","42034"
"658","BRYAN BANK & TRUST","9971 FORD AVE","RICHMOND HILL","GA","31324","13","029","9203.05","42340"
"659","BIG SKY WESTERN BANK","4150 VALLEY COMMONS DR","BOZEMAN","MT","59718","30","031","0007.02",""
"660","INLAND COMMUNITY BANK, NATIONAL ASSOCIAT","255 S RIVERSIDE AVE","RIALTO","CA","92376","06","071","0037.00","40140"
"661","WASHINGTON FIRST INTERNATIONAL BANK","9709 3RD AVE NE STE 110","SEATTLE","WA","98115","53","033","0019.00","42644"
"662","ARKANSAS BANKERS BANK","325 W CAPITOL AVE STE 300","LITTLE ROCK","AR","72201","05","119","0044.00","30780"
"663","BANK MIDWEST, NATIONAL ASSOCIATION","1111 MAIN ST STE 1600","KANSAS CITY","MO","64105","29","095","0157.00","28140"
"664","PREMIERWEST BANK","503 AIRPORT RD","MEDFORD","OR","97504","41","029","0012.00","32780"
"665","THE SAVANNAH BANK, NATIONAL ASSOCIATION","25 BULL ST","SAVANNAH","GA","31401","13","051","0003.00","42340"
"666","PARAGON BANK & TRUST","240 E 8TH ST","HOLLAND","MI","49423","26","139","0249.00","24340"
"667","RBC BANK (USA)","301 FAYETTEVILLE ST","RALEIGH","NC","27601","37","183","0501.00","39580"
"668","STERLING BANK","3100 ROUTE 38","MOUNT LAUREL","NJ","08054","34","005","7029.15","15804"
"669","BUTTE COMMUNITY BANK","2041 FOREST AVE","CHICO","CA","95928","06","007","0009.03","17020"
"670","FARMERS & MERCHANTS STATE BANK OF WAYNE","321 MAIN ST","WAYNE","NE","68787","31","179","9787.00",""
"671","BANK OF ARKANSAS, NATIONAL ASSSOCIATION","3500 N COLLEGE AVE","FAYETTEVILLE","AR","72703","05","143","0101.06","22220"
"672","MOJAVE DESERT BANK, NATIONAL ASSOCIATION","15773 K ST","MOJAVE","CA","93501","06","029","0059.00","12540"
"673","TAMALPAIS BANK","851 IRWIN ST STE 100","SAN RAFAEL","CA","94901","06","041","1101.00","42034"
"674","FIRST INTERNATIONAL BANK","1912 K AVE","PLANO","TX","75074","48","085","9999.03","19124"
"675","ADVANTA BANK CORP.","11850 S ELECTION RD","DRAPER","UT","84020","49","035","1128.17","41620"
"676","IBERIABANK FSB","5800 R ST","LITTLE ROCK","AR","72207","05","119","0016.00","30780"
"677","VIKING BANK","2227 NW 57TH ST","SEATTLE","WA","98107","53","033","0047.00","42644"
"678","UNITED KENTUCKY BANK OF PENDLETON COUNTY","515 BARKLEY ST","FALMOUTH","KY","41040","21","191","9303.00","17140"
"679","FIRST NATIONAL BANK OF KANSAS","6201 COLLEGE BLVD","OVERLAND PARK","KS","66211","20","091","0532.01","28140"
"680","FIRSTBANK OF NORTHERN COLORADO","1013 E HARMONY RD","FORT COLLINS","CO","80525","08","069","0010.09","22660"
"681","THE BANK - OLDHAM COUNTY, INC.","515 S 1ST ST","LAGRANGE","KY","40031","21","185","0303.01","31140"
"682","MOUNTAIN WEST BANK","125 W IRONWOOD DR","COEUR D ALENE","ID","83814","16","055","9999.03","17660"
"683","GRAHAM NATIONAL BANK","455 ELM ST","GRAHAM","TX","76450","48","503","9505.00",""
"684","TARGET NATIONAL BANK","3901 W 53RD ST","SIOUX FALLS","SD","57106","46","099","0011.01","43620"
"685","WACHOVIA BANK, NATIONAL ASSOCIATION","301 S COLLEGE ST","CHARLOTTE","NC","28202","37","119","0001.00","16740"
"686","GREAT EASTERN BANK OF FLORIDA","4601 NW 72ND AVE","MIAMI","FL","33166","12","086","0091.00","33124"
"687","CHRISTIANA BANK & TRUST COMPANY","3801 KENNETT PIKE STE C200","GREENVILLE","DE","19807","10","003","0118.00","48864"
"688","FIDELITY BANK","22290 MICHIGAN AVE","DEARBORN","MI","48124","26","163","5749.00","19804"
"689","THE GORDON BANK","280 MILLEDGEVILLE HWY","GORDON","GA","31031","13","319","9603.00",""
"690","WILMINGTON TRUST, NATIONAL ASSOCIATION","111 S CALVERT ST STE 2620","BALTIMORE","MD","21202","24","510","0401.00","12580"
"691","BANK IOWA","420 8TH ST SE","ALTOONA","IA","50009","19","153","0107.05","19780"
"692","WACHOVIA BANK OF DELAWARE, NATIONAL ASSO","100 W 10TH ST","WILMINGTON","DE","19801","10","003","0028.00","48864"
"693","DRYADES SAVINGS BANK, F.S.B.","233 CARONDELET ST STE 200","NEW ORLEANS","LA","70130","22","071","0134.00","35380"
"694","COMMUNITY BANK - MISSOULA","3010 AMERICAN WAY","MISSOULA","MT","59808","30","063","0002.01","33540"
"695","CITIZENS BANK OF NORTHERN CALIFORNIA","305 RAILROAD AVE STE 1","NEVADA CITY","CA","95959","06","057","0008.02",""
"696","APPALACHIAN COMMUNITY BANK","829 INDUSTRIAL BLVD","ELLIJAY","GA","30540","13","123","9999.03",""
"697","PREMIER BANK","3110 CAPITAL CIR NE","TALLAHASSEE","FL","32308","12","073","0017.00","45220"
"698","AMERICAN NATIONAL BANK","116 N KIEL ST","HOLSTEIN","IA","51025","19","093","0901.00",""
"699","WESTSIDE COMMUNITY BANK","4922 BRIDGEPORT WAY W","UNIVERSITY PL","WA","98467","53","053","0723.08","45104"
"700","BANK OF ARIZONA, NATIONAL ASSOCIATION","5050 N 44TH ST","PHOENIX","AZ","85018","04","013","1079.00","38060"
"701","PREMIER BANK","815 W STADIUM BLVD","JEFFERSON CITY","MO","65109","29","051","0107.01","27620"
"702","OHIO RIVER BANK","221 RAILROAD ST","IRONTON","OH","45638","39","087","0503.00","26580"
"703","NEBRASKA NATIONAL BANK","3110 2ND AVE","KEARNEY","NE","68847","31","019","9697.00",""
"704","GLOBAL COMMERCE BANK","5150 BUFORD HWY NE STE B130","DORAVILLE","GA","30340","13","089","0213.01","12060"
"705","HEARTLAND COMMUNITY BANK","50 MONROE ST","BENNET","NE","68317","31","109","0104.00","30700"
"706","TRUST ONE BANK","1715 AARON BRENNER DR","MEMPHIS","TN","38120","47","157","0213.11","32820"
"707","WELLS FARGO HSBC TRADE BANK, NATIONAL AS","1 FRONT ST FL 21","SAN FRANCISCO","CA","94111","06","075","9999.03","41884"
"708","CAPITAL BANK & TRUST COMPANY","1375 WASHINGTON AVE","ALBANY","NY","12206","36","001","0003.00","10580"
"709","FIRSTBANK OF COLORADO SPRINGS","817 VILLAGE CENTER DR","COLORADO SPGS","CO","80919","08","041","0037.09","17820"
